Site,Week Removed,Days in Stream,Substrate Number,Substrate,RespRateAvg,RespRateInd,Pre Dry Weight,Post Dry Weight,Ashed Weight,Post AFDM,Pre AFDM,Breakdown,Conductivity,Temp,pH,H,Turbidity,DO,Chloride,SRP,Nitrate,Ammonium,DIN,Sulfate,Magnesium,Manganese,Total Alkalinity,Iron,Total Hardness,Open Water,Perennial Ice/Snow,"Developed, Open Space","Developed, Low Intensity","Developed, Medium Inensity ","Developed, High Intensity",Barren Land (Rock/Sand/Clay,Deciduous Forest,Evergreen Forest,Mixed Forest,Shrub/Scrub,Grassland/Herbaceous,Pasture/Hay,Cultivated Crops,Woody Wetlands,Emergent Herbaceous Wetlands
LrCr,3,21,69,Cellulose Sponge,1.206170254,1.482139253,0.2697,0.3311,0.2320,0.0991,0.242851365,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,3,21,76,Cellulose Sponge,1.206170254,1.379064588,0.2627,0.4259,0.3361,0.0898,0.236548215,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,3,21,77,Cellulose Sponge,1.206170254,1.296810507,0.301,0.3483,0.2417,0.1066,0.27103545,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,4,28,68,Cellulose Sponge,1.648949743,1.350433276,0.2931,0.4082,0.2928,0.1154,0.263921895,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,4,28,73,Cellulose Sponge,1.648949743,1.827466151,0.3022,0.3557,0.2523,0.1034,0.27211599,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,4,28,75,Cellulose Sponge,1.648949743,1.795594714,0.2794,0.3071,0.2163,0.0908,0.25158573,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,4,28,80,Cellulose Sponge,1.648949743,1.622304833,0.2992,0.372,0.2644,0.1076,0.26941464,0.0312,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,1,7,66,Wood Veneer,NA,NA,0.1667,0.1837,0.0226,0.1611,0.164647923,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,1,7,67,Wood Veneer,NA,NA,0.2213,0.2372,0.0252,0.2120,0.218575797,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,2,14,70,Wood Veneer,0.093230497,0.088794926,0.1986,0.2035,0.0143,0.1892,0.196155234,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,2,14,79,Wood Veneer,0.093230497,0.097666068,0.1776,0.1724,0.0053,0.1671,0.175413744,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,3,21,65,Wood Veneer,0.182740053,0.392861538,0.1729,0.1851,0.0226,0.1625,0.170771601,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,3,21,76,Wood Veneer,0.182740053,0.055407047,0.1752,0.1709,0.0063,0.1646,0.173043288,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,3,21,77,Wood Veneer,0.182740053,0.099951574,0.2312,0.2199,0.0134,0.2065,0.228353928,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,4,28,68,Wood Veneer,0.147519857,0.132592218,0.2132,0.2277,0.0298,0.1979,0.210575508,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,4,28,75,Wood Veneer,0.147519857,0.172360515,0.2551,0.3207,0.0877,0.233,0.251959719,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,4,28,80,Wood Veneer,0.147519857,0.137606838,0.2005,0.2471,0.0599,0.1872,0.198031845,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,5,35,71,Wood Veneer,0.159273483,0.174002574,0.1711,0.1864,0.0310,0.1554,0.168993759,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,5,35,72,Wood Veneer,0.159273483,0.143296703,0.206,0.2125,0.0305,0.182,0.20346414,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,5,35,78,Wood Veneer,0.159273483,0.160521173,0.1752,0.1787,0.0252,0.1535,0.173043288,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,6,49,69,Wood Veneer,0.128950461,0.119430199,0.2144,0.1848,0.0093,0.1755,0.211760736,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,6,49,73,Wood Veneer,0.128950461,0.13368984,0.1772,0.1597,0.0101,0.1496,0.175018668,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
LrCr,6,49,74,Wood Veneer,0.128950461,0.133731343,0.2142,0.1804,0.0129,0.1675,0.211563198,0.0038,600.8333333,21.81666667,8.08,8.31764E-09,8.786,8.831666667,46.028,0.0194,0.3350,0.0708,0.4058,80.6667,130.0000,0.0097,306.6667,0.4667,428.3333,0,0,25.2,30.4,23.3,8.5,0,12.7,0,0,0,0,0,0,0,0
NoFr01,1,7,145,Cellulose Sponge,NA,NA,0.3352,0.2480,0.0403,0.2077,0.30183084,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,1,7,150,Cellulose Sponge,NA,NA,0.3168,0.2949,0.0994,0.1955,0.28526256,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,1,7,152,Cellulose Sponge,NA,NA,0.3266,0.3013,0.1009,0.2004,0.29408697,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,1,7,155,Cellulose Sponge,NA,NA,0.3043,0.2977,0.0415,0.2562,0.274006935,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,2,14,147,Cellulose Sponge,0.7303956,0.675751995,0.2949,0.2422,0.0793,0.1629,0.265542705,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,2,14,149,Cellulose Sponge,0.7303956,0.4238921,0.3183,0.2901,0.0825,0.2076,0.286613235,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,2,14,151,Cellulose Sponge,0.7303956,0.526445817,0.3102,0.2781,0.1000,0.1781,0.27931959,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,2,14,158,Cellulose Sponge,0.7303956,1.295492487,0.2907,0.2767,0.1569,0.1198,0.261760815,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,3,21,148,Cellulose Sponge,1.123099179,1.063485752,0.3024,0.2879,0.1370,0.1509,0.27229608,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,3,21,153,Cellulose Sponge,1.123099179,1.217478152,0.3206,0.3505,0.1903,0.1602,0.28868427,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,3,21,156,Cellulose Sponge,1.123099179,0.649107574,0.3024,0.2685,0.0612,0.2073,0.27229608,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,3,21,157,Cellulose Sponge,1.123099179,1.562325239,0.2907,0.3087,0.1728,0.1359,0.261760815,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,4,28,146,Cellulose Sponge,1.015027345,0.853793954,0.3132,0.2804,0.1183,0.1621,0.28202094,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,4,28,154,Cellulose Sponge,1.015027345,1.222809458,0.3014,0.316,0.1722,0.1438,0.27139563,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,4,28,159,Cellulose Sponge,1.015027345,1.160955631,0.3013,0.2674,0.1209,0.1465,0.271305585,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,4,28,160,Cellulose Sponge,1.015027345,0.822550336,0.2972,0.2328,0.0838,0.149,0.26761374,0.0163,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,1,7,145,Wood Veneer,NA,NA,0.2263,0.2276,0.0073,0.2203,0.223514247,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,1,7,150,Wood Veneer,NA,NA,0.2134,0.2082,0.0051,0.2031,0.210773046,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,2,14,147,Wood Veneer,0.160102995,0.173950484,0.2029,0.1929,0.0071,0.1858,0.200402301,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,2,14,151,Wood Veneer,0.160102995,0.146255507,0.1982,0.1883,0.0067,0.1816,0.195760158,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,3,21,148,Wood Veneer,0.122998378,0.075997979,0.209,0.2052,0.0073,0.1979,0.20642721,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,3,21,153,Wood Veneer,0.122998378,0.143707094,0.1951,0.1958,0.0210,0.1748,0.192698319,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,3,21,157,Wood Veneer,0.122998378,0.149290061,0.2157,0.2143,0.0171,0.1972,0.213044733,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,4,28,146,Wood Veneer,0.121589872,0.113585291,0.2054,0.2202,0.0244,0.1958,0.202871526,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,4,28,154,Wood Veneer,0.121589872,0.106481481,0.1927,0.1973,0.0245,0.1728,0.190327863,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,4,28,159,Wood Veneer,0.121589872,0.144702842,0.2146,0.2089,0.0154,0.1935,0.211958274,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,5,35,152,Wood Veneer,0.131033652,0.117073171,0.1821,0.1751,0.0152,0.1599,0.179858349,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,5,35,158,Wood Veneer,0.131033652,0.132997481,0.1883,0.1738,0.0150,0.1588,0.185982027,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,5,35,160,Wood Veneer,0.131033652,0.143030303,0.2301,0.2071,0.0091,0.198,0.227267469,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,6,49,149,Wood Veneer,0.091176436,0.079645145,0.2464,0.2118,0.0089,0.2029,0.243366816,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,6,49,155,Wood Veneer,0.091176436,0.107841866,0.1891,0.1653,0.0110,0.1543,0.186772179,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr01,6,49,156,Wood Veneer,0.091176436,0.086042296,0.2009,0.1865,0.0210,0.1655,0.198426921,0.0036,613.65,20.45,8.448333333,3.56178E-09,6.178,7.968333333,28.092,0.0208,0.1231,0.0748,0.1979,116.3333,115.0000,0.0157,453.3333,0.3667,706.6667,0,0,17.1,10.3,2.5,0,7.1,52.9,0,0.2,0,9.8,0.1,0,0,0
NoFr03,1,7,165,Cellulose Sponge,NA,NA,0.2841,0.2194,0.0527,0.1667,0.255817845,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,1,7,171,Cellulose Sponge,NA,NA,0.3267,0.2642,0.0596,0.2046,0.294177015,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,1,7,174,Cellulose Sponge,NA,NA,0.3024,0.2382,0.0832,0.1550,0.27229608,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,1,7,175,Cellulose Sponge,NA,NA,0.3163,0.2721,0.0439,0.2282,0.284812335,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,2,14,162,Cellulose Sponge,0.317294432,0.307114094,0.3084,0.2062,0.0572,0.149,0.27769878,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,2,14,163,Cellulose Sponge,0.317294432,0.298736958,0.3282,0.2609,0.0788,0.1821,0.29552769,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,2,14,164,Cellulose Sponge,0.317294432,0.383478767,0.3382,0.2427,0.0708,0.1719,0.30453219,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,2,14,173,Cellulose Sponge,0.317294432,0.279847909,0.3176,0.2901,0.1060,0.1841,0.28598292,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,3,21,166,Cellulose Sponge,0.662894755,0.684438241,0.308,0.2467,0.1034,0.1433,0.2773386,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,3,21,167,Cellulose Sponge,0.662894755,0.656625803,0.2773,0.2971,0.1258,0.1713,0.249694785,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,3,21,172,Cellulose Sponge,0.662894755,0.628757319,0.3176,0.2884,0.1347,0.1537,0.28598292,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,3,21,176,Cellulose Sponge,0.662894755,0.681757656,0.3278,0.2825,0.2929,-0.0104,0.29516751,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,4,28,161,Cellulose Sponge,0.872259562,0.85188881,0.2897,0.2272,0.0869,0.1403,0.260860365,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,4,28,168,Cellulose Sponge,0.872259562,1.121528288,0.308,0.2662,0.1301,0.1361,0.2773386,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
NoFr03,4,28,169,Cellulose Sponge,0.872259562,0.684071856,0.2993,0.2825,0.0320,0.2505,0.269504685,0.0116,423.3,19.21666667,8.353333333,4.43268E-09,20.744,7.783333333,8.322,0.0281,0.2663,0.1022,0.3686,32.6667,82.5000,0.0047,245.0000,0.4333,248.3333,0,0,6,1.5,0.1,0.1,0,84.3,0,0,0,1.4,1.6,5,0,0
